ID,y
1959,78.95035
1960,112.07626
1963,94.21111
1965,94.38477
1968,106.396576
1969,93.68611
1971,94.192505
1972,112.40377
1973,95.15221
1975,93.90182
1977,94.45416
1978,96.016396
1979,112.0298
1981,93.90182
1982,112.890175
1987,113.27201
1988,93.86977
1993,94.92634
1997,93.71372
1999,94.23725
2001,94.00964
2002,112.120445
2003,95.040855
2004,79.5367
2006,112.0298
2007,95.42297
2009,106.62733
2010,94.253555
2013,94.78302
2018,78.706764
2022,105.53589
2024,111.80821
2025,94.408104
2026,106.6304
2030,107.523224
2031,94.23162
2032,105.9826
2033,94.16717
2035,93.61018
2036,112.01045
2037,94.0537
2040,94.1236
2043,113.58351
2044,106.58084
2046,104.10643
2054,113.30975
2055,94.35728
2056,107.523224
2059,95.359825
2060,96.63275
2062,95.4625
2063,112.2425
2066,94.1236
2067,111.41462
2072,96.14147
2073,113.18231
2074,94.9048
2075,113.87139
2076,94.19566
2080,94.39009
2082,96.63275
2085,112.21295
2087,111.91137
2091,111.390015
2092,94.34539
2093,107.523224
2098,93.58674
2101,112.07626
2102,94.20878
2103,79.02467
2105,106.75784
2106,94.325066
2107,114.36838
2110,94.430824
2114,95.92355
2115,112.9186
2117,78.76505
2118,94.79779
2119,105.53594
2120,94.18359
2122,94.39065
2123,112.570564
2126,94.192505
2127,105.4911
2128,94.24105
2129,112.30557
2132,95.63348
2135,105.64728
2138,94.32383
2139,116.37102
2141,111.323555
2142,95.01986
2146,93.947395
2151,112.280716
2157,103.530975
2159,112.244385
2162,94.04784
2164,116.81346
2167,93.57774
2168,110.78624
2171,93.181305
2173,93.915276
2174,104.169815
2175,94.18227
2178,93.82793
2180,94.00964
2185,111.94311
2189,94.16905
2190,110.93258
2192,102.699455
2194,110.765724
2200,113.66228
2201,94.1884
2203,111.70682
2204,94.192665
2205,111.83593
2209,111.83678
2213,103.64278
2214,94.02279
2215,112.47693
2216,94.1884
2218,93.66393
2219,105.02881
2220,94.305214
2222,93.55276
2223,111.77873
2225,112.34858
2226,94.5152
2230,93.525314
2233,110.93258
2234,111.765396
2235,94.192665
2236,78.656845
2237,93.80436
2240,113.26004
2241,93.69594
2248,103.75409
2249,93.93848
2250,111.74195
2252,111.8039
2253,95.12804
2254,112.2194
2256,78.5358
2258,93.99352
2259,111.383934
2262,94.1236
2265,94.04784
2266,104.193565
2269,93.41591
2271,94.54864
2273,93.89947
2274,111.86522
2275,94.1884
2277,94.018524
2279,94.192665
2280,78.51228
2282,94.00964
2283,102.49308
2288,93.525925
2289,111.56909
2291,94.18359
2292,116.48497
2297,94.35887
2298,104.00654
2299,94.8334
2300,113.19677
2301,93.7256
2304,94.08005
2305,104.96011
2306,94.1236
2308,94.14381
2309,112.44838
2311,101.376595
2312,102.62949
2316,102.785
2321,104.00654
2322,111.537575
2325,103.59109
2326,94.1724
2329,116.48497
2330,94.018524
2331,103.982346
2332,110.93258
2333,94.1236
2334,102.699455
2335,110.52706
2337,111.60941
2338,93.78096
2340,110.93258
2342,94.540695
2345,94.4453
2349,94.58088
2351,78.47597
2352,94.18359
2354,111.81107
2355,121.30659
2357,112.34858
2358,94.49221
2360,93.67153
2361,111.81107
2364,94.18653
2366,96.06017
2369,102.38489
2370,94.270805
2371,110.93258
2373,122.40457
2374,94.61017
2376,112.52257
2378,111.321724
2382,94.54864
2383,94.27928
2386,103.41031
2387,94.62639
2389,93.9154
2390,111.50758
2392,93.40079
2398,110.93258
2399,94.18359
2400,95.07755
2401,112.18408
2402,93.98557
2404,94.06086
2407,112.03731
2408,111.681496
2409,111.92646
2412,78.61912
2413,94.39855
2415,94.245834
2420,110.76096
2422,93.954
2423,102.34034
2426,94.63368
2432,94.018524
2434,93.595894
2435,93.9154
2436,112.03362
2438,111.42214
2440,112.864944
2443,93.63927
2444,93.79955
2447,103.75409
2450,94.29252
2454,94.03311
2455,111.54331
2459,94.1236
2460,112.18894
2463,93.52067
2465,93.97374
2468,78.62443
2469,94.192665
2474,93.6372
2478,93.01971
2480,93.79955
2481,113.26004
2489,94.00964
2490,104.051155
2492,94.59042
2496,94.1236
2497,112.500656
2500,94.23725
2505,94.1236
2507,93.181305
2508,111.83593
2509,94.43961
2510,78.94499
2513,93.557976
2515,94.00964
2518,94.27928
2519,111.96826
2520,94.27928
2521,112.71472
2523,111.64948
2525,94.00933
2529,111.83593
2530,94.1884
2533,111.740364
2535,93.62421
2538,104.08379
2544,111.548996
2553,112.05869
2556,94.06459
2558,93.47988
2559,114.108475
2560,94.018524
2561,111.88945
2562,94.1884
2563,111.81622
2564,93.595894
2565,110.93258
2567,103.72656
2572,94.18988
2575,94.23725
2576,113.25811
2577,93.229774
2578,93.93388
2579,111.57159
2580,93.50381
2582,112.40677
2583,93.75463
2587,93.746056
2589,111.90014
2590,94.574005
2591,111.83593
2594,94.03507
2597,94.349754
2598,103.947914
2599,94.07902
2600,102.1939
2602,111.29383
2603,94.18988
2604,103.77245
2606,111.58846
2607,78.656845
2608,95.07329
2613,111.83593
2614,94.61731
2615,111.85756
2617,112.28279
2620,93.68454
2623,113.12405
2624,94.02158
2627,111.83593
2629,78.656845
2630,93.55761
2632,94.30346
2636,93.49726
2639,94.12209
2640,105.71
2642,111.83593
2644,103.99551
2646,112.24961
2647,93.61121
2649,94.05912
2650,105.13183
2652,103.99551
2653,102.19862
2655,105.14248
2657,110.93258
2659,111.757416
2662,94.227425
2663,113.26004
2664,93.680725
2665,103.04653
2670,94.11013
2671,103.71051
2672,94.04327
2675,103.99551
2677,111.73091
2679,111.97016
2683,111.88371
2684,94.617195
2685,93.917534
2688,103.978004
2689,94.267395
2690,103.12669
2693,94.1724
2694,112.692604
2697,94.34578
2699,94.18359
2703,94.21984
2705,103.761246
2709,78.899025
2710,93.871315
2711,113.58666
2712,93.37806
2713,93.79544
2714,112.54462
2715,93.49517
2717,93.557976
2718,111.408775
2720,112.52539
2721,94.153595
2726,94.41636
2728,93.8926
2731,102.684204
2732,111.81107
2734,93.77466
2736,103.947914
2737,93.91764
2738,102.60731
2739,112.35834
2746,93.66393
2749,102.699455
2751,116.79655
2752,103.57174
2753,94.16055
2757,104.04689
2758,94.50193
2759,111.765656
2760,94.55026
2762,111.8039
2764,94.23725
2765,111.51352
2769,112.36011
2771,110.95003
2774,94.50324
2776,92.966385
2777,113.735176
2778,94.70438
2779,112.03295
2782,93.71577
2784,94.29602
2787,93.52872
2789,94.18629
2792,94.7274
2798,94.29252
2799,103.947914
2800,94.153595
2801,79.0544
2802,94.017136
2804,93.827675
2807,103.75409
2808,93.916214
2809,114.551315
2811,115.63043
2812,94.27674
2814,93.38083
2816,94.114075
2817,110.96275
2818,110.68026
2820,111.60275
2821,78.91474
2822,94.290436
2823,104.25525
2824,94.153595
2826,94.21335
2829,93.67968
2834,93.8926
2835,78.541824
2838,94.37102
2839,110.88239
2840,93.37675
2841,109.20446
2842,94.1236
2846,112.676765
2848,94.19619
2849,92.944244
2850,112.54462
2851,94.04784
2853,94.52885
2854,111.83593
2858,114.59485
2861,94.19908
2864,94.59042
2865,113.26004
2866,110.85632
2867,93.377884
2868,112.14639
2870,112.58527
2877,94.51074
2878,111.83593
2880,112.408615
2882,78.50802
2883,94.54923
2884,103.74021
2885,93.8926
2887,94.00964
2888,112.26913
2889,93.92191
2890,103.99551
2891,101.376595
2892,116.761604
2893,94.18061
2898,112.737625
2899,93.34984
2900,111.92112
2901,95.15718
2909,94.35887
2910,112.54917
2911,111.677895
2913,110.89927
2914,94.21881
2918,94.66952
2919,111.21506
2920,94.12187
2921,111.83593
2922,94.295715
2923,102.82249
2925,111.99246
2926,93.50381
2927,111.83593
2929,112.50322
2933,93.39792
2934,112.12178
2936,111.826065
2941,102.41518
2942,93.871315
2943,111.86522
2945,103.63264
2950,93.50675
2951,111.10553
2953,114.55243
2954,94.16055
2955,103.42966
2956,94.67238
2960,94.602295
2962,95.09617
2963,104.04289
2964,103.99551
2966,78.51228
2967,94.12754
2968,112.54701
2969,93.50675
2971,93.73816
2972,94.35887
2974,93.406494
2975,112.47609
2977,116.79655
2980,111.90133
2981,94.363846
2983,94.03532
2984,104.696594
2985,116.48497
2986,103.57907
2987,94.35887
2989,93.7888
2990,110.95479
2991,94.40974
2992,77.93791
2995,94.34578
2996,102.32188
3002,111.95081
3004,112.994225
3005,116.53683
3006,94.21101
3010,94.50971
3011,103.41863
3014,93.50381
3015,93.87824
3016,94.04784
3017,111.59732
3018,93.58469
3021,102.785
3024,103.947914
3028,93.66393
3030,94.70438
3032,93.91296
3039,94.09384
3040,103.66148
3041,95.82226
3043,94.67313
3044,112.429504
3046,111.18802
3055,93.44706
3056,111.88363
3058,93.89947
3059,111.266426
3061,116.761604
3063,104.498215
3066,94.138245
3067,103.947914
3068,78.50802
3069,94.153595
3072,114.691864
3073,112.52257
3074,94.24805
3077,93.60983
3082,94.768936
3084,94.34578
3085,111.49948
3088,103.99551
3091,94.013695
3092,113.14859
3093,95.24225
3094,102.684204
3096,111.871155
3097,93.643486
3098,78.5358
3102,115.51648
3106,93.956696
3109,94.68503
3111,93.41201
3112,116.53683
3113,94.26755
3115,95.07329
3116,111.00063
3117,94.56312
3121,112.92401
3122,92.98878
3123,94.23725
3124,103.85934
3125,94.04784
3126,102.49308
3127,116.64765
3129,94.03018
3130,112.09335
3132,102.17111
3134,105.64907
3135,95.07209
3137,79.152885
3138,94.29171
3140,94.72811
3144,112.4473
3145,94.47002
3146,111.85756
3147,94.17307
3148,103.95333
3149,103.59109
3150,112.2721
3151,94.62246
3152,94.06816
3155,94.84918
3156,112.54462
3159,93.43667
3161,94.05645
3162,105.52713
3163,94.54923
3165,102.267494
3172,93.68454
3173,114.25044
3176,94.40096
3177,104.53843
3179,112.47609
3183,93.41448
3186,94.23725
3187,102.70689
3189,111.30432
3190,94.60616
3192,116.64765
3193,93.68454
3194,111.95273
3197,94.04784
3198,94.18227
3200,94.636314
3201,116.38596
3202,94.18227
3204,94.1236
3205,93.87428
3206,112.20954
3208,103.64869
3210,102.789154
3211,94.06816
3212,116.761604
3213,93.9764
3214,111.37431
3216,103.99551
3219,93.837234
3220,111.25379
3221,94.26755
3226,106.859344
3227,95.12403
3228,111.78639
3229,94.371574
3232,78.62443
3233,94.16717
3234,94.27674
3236,93.97309
3238,111.83593
3239,111.790985
3240,93.06895
3247,111.76813
3249,104.59282
3252,114.962616
3253,94.14112
3254,103.56574
3255,93.52986
3256,112.52842
3257,94.48074
3262,94.183914
3263,103.99551
3264,94.67238
3266,111.90662
3267,94.238434
3269,93.73923
3272,116.48497
3274,94.04784
3275,104.27838
3277,94.16055
3279,94.69692
3280,104.58187
3283,94.286896
3285,94.00964
3287,93.94844
3288,103.947914
3290,104.686615
3291,93.80436
3298,111.85756
3299,94.18653
3302,110.69838
3303,95.2597
3304,103.48757
3307,93.66393
3309,93.73594
3314,78.50802
3316,113.30827
3317,94.38672
3319,94.24563
3320,111.66461
3321,94.23725
3322,103.54707
3324,93.70021
3326,94.56735
3329,111.18802
3330,93.595894
3331,111.85756
3335,116.761604
3337,93.61064
3338,103.04014
3339,94.591705
3340,112.00244
3341,94.92041
3343,94.115715
3346,93.50381
3348,93.949486
3351,104.120155
3352,116.48497
3355,93.50675
3356,113.63024
3358,104.93274
3359,93.839584
3360,112.50602
3371,112.891525
3372,94.26755
3374,94.67664
3377,112.060265
3378,93.16602
3380,104.3286
3382,94.19619
3386,94.18227
3389,112.61933
3391,103.520424
3393,94.39597
3394,103.868225
3395,94.23725
3397,112.25472
3398,93.9204
3399,78.80247
3400,94.43961
3404,104.17878
3407,112.020744
3409,105.34528
3419,94.16055
3421,94.98314
3425,94.1731
3427,78.89793
3428,116.48497
3429,113.03419
3431,92.89533
3435,93.963585
3436,112.64833
3439,95.10138
3441,94.04888
3442,116.48497
3443,94.183914
3444,102.90427
3445,94.07593
3446,111.29872
3449,94.70438
3453,93.66393
3457,93.80144
3460,104.120155
3461,93.812386
3462,94.27895
3464,104.670456
3465,78.50802
3466,94.43961
3467,104.76506
3468,93.680725
3469,104.41214
3470,103.02604
3472,112.25472
3473,93.71357
3475,93.69337
3476,112.1347
3478,105.78008
3479,94.98507
3483,93.827675
3484,104.04744
3485,95.24327
3487,94.04796
3488,112.0298
3496,111.98354
3497,93.52067
3499,94.54864
3500,78.66111
3501,94.23725
3504,94.518906
3508,104.66094
3511,93.60725
3512,113.607285
3515,93.831604
3517,94.18988
3518,103.30412
3526,112.345604
3528,137.51724
3529,93.92878
3530,112.18578
3531,93.831604
3532,111.4165
3533,93.72487
3534,94.26755
3535,78.333374
3536,94.26535
3537,112.0298
3538,93.75759
3539,111.74477
3540,103.76086
3545,112.11535
3546,93.50675
3550,103.734795
3551,94.25499
3553,93.915276
3554,104.120155
3557,93.80436
3558,112.145386
3559,94.70438
3561,93.9463
3562,112.25472
3563,94.380585
3564,104.120155
3565,94.07593
3567,93.5744
3571,104.120155
3572,94.270805
3574,94.272415
3576,94.18227
3577,112.001396
3578,94.23725
3579,94.18227
3583,94.155624
3585,94.19619
3586,104.12561
3587,112.67546
3593,94.45152
3594,111.522446
3595,94.09384
3599,94.29252
3600,104.13541
3601,112.25472
3602,94.70438
3604,94.27674
3609,116.43782
3610,112.85942
